Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000081040400,3651000081040400,"Census Tract 404, Queens County, New York city, New York",515,150,94,0,0,0,18,40,18,10,8,0,56,0,0,0,0,21,7,15,7,6,365,126,0,0,12,23,11,22,23,22,13,239,0,0,20,38,22,38,20,50,51
1,Total population,1580000US3651000081040500,3651000081040500,"Census Tract 405, Queens County, New York city, New York",525,148,107,6,0,16,14,49,7,8,0,7,41,0,8,13,8,0,0,0,5,7,377,252,0,0,53,110,47,10,7,25,0,125,0,0,25,21,49,30,0,0,0
1,Total population,1580000US3651000081040700,3651000081040700,"Census Tract 407, Queens County, New York city, New York",1136,434,204,5,11,67,8,24,37,28,12,12,230,11,0,26,56,45,32,0,39,21,702,529,0,0,151,148,107,72,20,19,12,173,0,0,75,38,21,16,12,11,0
1,Total population,1580000US3651000081040900,3651000081040900,"Census Tract 409, Queens County, New York city, New York",752,272,172,0,5,11,37,62,17,21,19,0,100,0,0,38,34,9,4,10,5,0,480,354,0,0,60,162,80,37,15,0,0,126,0,0,11,31,22,0,38,8,16
1,Total population,1580000US3651000081041000,3651000081041000,"Census Tract 410, Queens County, New York city, New York",25,18,14,0,0,0,0,0,14,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0
1,Total population,1580000US3651000081041100,3651000081041100,"Census Tract 411, Queens County, New York city, New York",425,187,94,0,0,32,25,24,13,0,0,0,93,0,14,8,8,41,0,0,0,22,238,182,0,7,31,41,40,41,17,5,0,56,0,0,8,12,9,0,11,0,16
1,Total population,1580000US3651000081041300,3651000081041300,"Census Tract 413, Queens County, New York city, New York",547,203,98,0,4,22,33,21,12,0,6,0,105,0,0,16,40,15,10,16,0,8,344,270,0,9,16,88,87,46,9,15,0,74,0,0,11,5,10,11,0,0,37
1,Total population,1580000US3651000081041400,3651000081041400,"Census Tract 414, Queens County, New York city, New York",435,129,83,0,0,0,5,27,0,4,43,4,46,0,10,0,6,8,5,0,12,5,306,137,0,0,13,0,38,41,28,17,0,169,0,0,0,25,32,24,20,6,62
1,Total population,1580000US3651000081041500,3651000081041500,"Census Tract 415, Queens County, New York city, New York",496,202,82,10,0,24,17,27,4,0,0,0,120,10,39,17,17,20,2,0,15,0,294,173,0,4,25,62,41,17,16,0,8,121,0,0,16,27,11,27,12,14,14
1,Total population,1580000US3651000081042000,3651000081042000,"Census Tract 420, Queens County, New York city, New York",63,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,7,49,19,0,0,0,0,6,7,0,6,0,30,0,0,0,11,5,0,0,0,14
1,Total population,1580000US3651000081042200,3651000081042200,"Census Tract 422, Queens County, New York city, New York",160,24,11,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,0,6,7,136,63,0,0,0,7,7,12,8,17,12,73,0,0,0,20,7,0,12,0,34
1,Total population,1580000US3651000081042600,3651000081042600,"Census Tract 426, Queens County, New York city, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Total population,1580000US3651000081042700,3651000081042700,"Census Tract 427, Queens County, New York city, New York",326,122,45,0,0,14,11,0,20,0,0,0,77,0,0,15,19,6,10,0,12,15,204,122,0,0,17,13,28,38,7,8,11,82,0,0,0,14,10,4,0,23,31
1,Total population,1580000US3651000081043200,3651000081043200,"Census Tract 432, Queens County, New York city, New York",175,85,38,22,0,0,8,8,0,0,0,0,47,0,0,12,5,10,13,0,7,0,90,38,0,0,0,0,9,16,0,7,6,52,0,0,5,9,7,20,6,0,5
1,Total population,1580000US3651000081043400,3651000081043400,"Census Tract 434, Queens County, New York city, New York",227,88,36,0,0,0,0,0,11,0,14,11,52,0,0,0,0,0,0,13,33,6,139,88,0,0,10,9,16,0,8,22,23,51,0,0,0,0,0,8,21,0,22
1,Total population,1580000US3651000081043700,3651000081043700,"Census Tract 437, Queens County, New York city, New York",1318,358,120,0,0,49,0,15,22,5,12,17,238,0,10,13,19,41,57,12,29,57,960,440,0,0,21,122,91,108,24,46,28,520,0,0,0,98,103,96,33,95,95
1,Total population,1580000US3651000081043900,3651000081043900,"Census Tract 439, Queens County, New York city, New York",307,121,70,0,0,9,10,22,19,0,10,0,51,5,0,16,5,8,7,4,6,0,186,100,0,0,20,7,16,37,0,10,10,86,0,0,12,14,0,6,6,16,32
1,Total population,1580000US3651000081044000,3651000081044000,"Census Tract 440, Queens County, New York city, New York",436,140,72,6,0,0,26,7,22,11,0,0,68,0,5,0,0,12,8,24,0,19,296,130,0,0,0,12,30,45,32,6,5,166,0,0,17,34,28,0,39,15,33
1,Total population,1580000US3651000081044200,3651000081044200,"Census Tract 442, Queens County, New York city, New York",368,183,44,0,0,0,10,0,11,7,16,0,139,0,0,4,0,43,5,10,25,52,185,97,0,0,17,23,22,7,11,17,0,88,0,0,0,8,38,0,0,24,18
1,Total population,1580000US3651000081044300,3651000081044300,"Census Tract 443, Queens County, New York city, New York",1236,476,152,0,0,13,34,59,16,6,9,15,324,0,0,30,42,16,33,52,85,66,760,454,0,7,58,161,85,95,23,9,16,306,0,0,32,9,45,13,23,37,147
1,Total population,1580000US3651000081044601,3651000081044601,"Census Tract 446.01, Queens County, New York city, New York",551,273,102,0,29,0,6,17,17,17,8,8,171,0,0,7,33,32,0,13,41,45,278,131,0,0,0,39,36,19,14,18,5,147,0,0,7,40,14,14,37,17,18
1,Total population,1580000US3651000081044602,3651000081044602,"Census Tract 446.02, Queens County, New York city, New York",955,368,140,0,0,21,36,67,9,7,0,0,228,0,0,98,41,26,15,22,18,8,587,331,0,0,24,89,90,80,8,19,21,256,0,0,39,69,50,28,35,7,28
1,Total population,1580000US3651000081044800,3651000081044800,"Census Tract 448, Queens County, New York city, New York",362,141,98,0,9,23,0,23,3,8,9,23,43,0,0,0,0,0,14,0,19,10,221,121,0,0,0,17,32,27,16,14,15,100,0,0,0,32,9,29,11,13,6
1,Total population,1580000US3651000081045000,3651000081045000,"Census Tract 450, Queens County, New York city, New York",188,48,29,0,0,17,0,5,0,0,7,0,19,0,0,0,0,0,19,0,0,0,140,111,0,0,0,21,13,48,4,0,25,29,0,0,0,13,8,0,0,8,0
1,Total population,1580000US3651000081045200,3651000081045200,"Census Tract 452, Queens County, New York city, New York",61,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,0,0,8,22,5,0,4,0,0,16,0,0,0,0,0,8,0,8,0
1,Total population,1580000US3651000081045400,3651000081045400,"Census Tract 454, Queens County, New York city, New York",822,222,128,0,0,18,52,31,14,6,7,0,94,0,0,5,44,14,6,0,5,20,600,353,0,0,12,128,102,69,35,7,0,247,0,0,17,64,68,44,28,10,16
1,Total population,1580000US3651000081045500,3651000081045500,"Census Tract 455, Queens County, New York city, New York",2001,478,169,0,0,19,18,26,29,57,20,0,309,20,10,54,53,62,10,24,59,17,1523,712,0,0,34,167,186,175,101,40,9,811,6,0,36,88,184,232,185,44,36
1,Total population,1580000US3651000081045600,3651000081045600,"Census Tract 456, Queens County, New York city, New York",58,14,4,0,0,0,0,0,0,0,4,0,10,0,0,0,10,0,0,0,0,0,44,32,0,0,0,0,5,27,0,0,0,12,0,0,5,0,0,0,7,0,0
1,Total population,1580000US3651000081045700,3651000081045700,"Census Tract 457, Queens County, New York city, New York",555,156,73,0,0,19,36,18,0,0,0,0,83,0,0,17,35,18,0,0,13,0,399,228,0,0,21,100,34,14,12,22,25,171,0,0,15,76,15,5,14,21,25
1,Total population,1580000US3651000081045800,3651000081045800,"Census Tract 458, Queens County, New York city, New York",254,36,16,0,0,0,6,5,0,5,0,0,20,0,0,0,16,0,0,0,4,0,218,94,0,0,0,30,33,22,0,0,9,124,0,0,0,35,11,17,13,32,16
1,Total population,1580000US3651000081045900,3651000081045900,"Census Tract 459, Queens County, New York city, New York",603,177,74,0,0,10,18,19,11,16,0,0,103,0,0,7,51,27,0,9,0,9,426,273,0,0,19,134,71,16,17,16,0,153,0,0,21,29,42,36,9,9,7
1,Total population,1580000US3651000081046000,3651000081046000,"Census Tract 460, Queens County, New York city, New York",1120,418,112,0,0,19,28,10,24,18,13,0,306,0,4,23,46,78,68,25,30,32,702,339,0,0,25,78,94,50,45,34,13,363,0,0,36,64,119,31,18,21,74
1,Total population,1580000US3651000081046100,3651000081046100,"Census Tract 461, Queens County, New York city, New York",293,110,65,0,0,9,16,23,7,10,0,0,45,0,0,0,24,16,0,5,0,0,183,155,0,0,23,46,48,29,9,0,0,28,0,0,12,0,8,0,0,8,0
1,Total population,1580000US3651000081046200,3651000081046200,"Census Tract 462, Queens County, New York city, New York",1201,524,203,0,0,13,83,49,34,0,24,0,321,0,0,74,51,135,20,19,22,0,677,425,0,0,27,135,88,42,66,49,18,252,0,0,7,45,62,19,23,62,34
1,Total population,1580000US3651000081046300,3651000081046300,"Census Tract 463, Queens County, New York city, New York",642,267,119,0,0,36,25,34,16,0,8,0,148,7,14,26,24,34,0,14,0,29,375,260,0,0,44,93,68,23,25,0,7,115,0,0,12,40,35,20,0,0,8
1,Total population,1580000US3651000081046400,3651000081046400,"Census Tract 464, Queens County, New York city, New York",253,34,17,0,0,9,0,0,0,8,0,0,17,0,0,0,0,0,6,11,0,0,219,112,0,0,0,36,40,0,24,6,6,107,0,0,0,33,6,22,16,6,24
1,Total population,1580000US3651000081046500,3651000081046500,"Census Tract 465, Queens County, New York city, New York",907,331,161,5,0,34,73,27,0,7,15,0,170,8,17,49,46,18,0,17,7,8,576,432,0,0,79,133,104,58,7,8,43,144,0,0,31,62,31,0,13,0,7
1,Total population,1580000US3651000081046600,3651000081046600,"Census Tract 466, Queens County, New York city, New York",866,76,29,0,0,2,0,6,5,0,0,16,47,0,0,7,7,6,0,0,20,7,790,346,0,0,19,71,83,99,11,16,47,444,0,0,9,68,77,111,84,38,57
1,Total population,1580000US3651000081046700,3651000081046700,"Census Tract 467, Queens County, New York city, New York",1007,436,211,0,0,28,68,32,33,31,19,0,225,0,0,22,53,9,31,73,37,0,571,282,0,0,20,110,81,48,13,0,10,289,0,0,0,63,39,59,18,45,65
1,Total population,1580000US3651000081046800,3651000081046800,"Census Tract 468, Queens County, New York city, New York",422,160,72,0,0,22,8,33,9,0,0,0,88,9,0,19,19,9,23,0,9,0,262,146,0,0,0,34,59,35,8,10,0,116,0,0,13,19,17,27,8,22,10
1,Total population,1580000US3651000081046900,3651000081046900,"Census Tract 469, Queens County, New York city, New York",1678,601,276,0,0,71,126,35,26,0,8,10,325,0,0,57,51,88,70,13,37,9,1077,603,0,0,19,183,200,101,60,40,0,474,0,0,64,91,81,52,91,44,51
1,Total population,1580000US3651000081047000,3651000081047000,"Census Tract 470, Queens County, New York city, New York",307,85,34,0,0,13,11,0,0,10,0,0,51,0,0,12,6,28,0,5,0,0,222,137,0,0,6,27,29,57,11,7,0,85,0,0,0,23,46,0,9,7,0
1,Total population,1580000US3651000081047100,3651000081047100,"Census Tract 471, Queens County, New York city, New York",496,228,138,0,5,10,15,85,7,0,4,12,90,0,0,12,15,14,21,11,13,4,268,125,0,12,0,22,44,9,20,9,9,143,0,0,0,27,56,13,0,0,47
1,Total population,1580000US3651000081047200,3651000081047200,"Census Tract 472, Queens County, New York city, New York",607,121,32,0,0,14,0,11,7,0,0,0,89,0,5,28,8,13,0,26,6,3,486,172,0,0,3,36,62,42,13,16,0,314,0,0,21,47,70,41,58,39,38
1,Total population,1580000US3651000081047300,3651000081047300,"Census Tract 473, Queens County, New York city, New York",791,183,59,0,0,29,7,10,13,0,0,0,124,0,2,43,37,9,0,7,15,11,608,273,0,0,0,134,43,28,20,19,29,335,0,0,27,58,39,39,61,45,66
1,Total population,1580000US3651000081047500,3651000081047500,"Census Tract 475, Queens County, New York city, New York",800,217,53,0,0,13,24,8,8,0,0,0,164,0,0,17,53,20,7,28,10,29,583,360,0,6,62,124,63,60,10,14,21,223,0,0,21,69,16,49,21,22,25
1,Total population,1580000US3651000081047600,3651000081047600,"Census Tract 476, Queens County, New York city, New York",76,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,67,28,0,0,0,0,5,8,7,0,8,39,0,0,0,0,7,6,0,19,7
1,Total population,1580000US3651000081047800,3651000081047800,"Census Tract 478, Queens County, New York city, New York",979,144,55,0,0,23,12,11,0,0,9,0,89,0,0,3,7,0,7,40,32,0,835,392,0,0,29,59,56,77,33,75,63,443,0,0,6,65,58,70,37,56,151
1,Total population,1580000US3651000081047900,3651000081047900,"Census Tract 479, Queens County, New York city, New York",770,204,80,0,0,4,39,37,0,0,0,0,124,0,14,15,44,16,5,0,9,21,566,254,0,0,5,43,75,44,43,22,22,312,0,0,0,128,29,49,30,46,30
1,Total population,1580000US3651000081048000,3651000081048000,"Census Tract 480, Queens County, New York city, New York",276,87,41,0,0,0,22,6,11,2,0,0,46,0,16,0,0,7,0,11,12,0,189,84,0,0,11,16,6,35,0,9,7,105,0,0,6,6,17,23,18,15,20
1,Total population,1580000US3651000081048100,3651000081048100,"Census Tract 481, Queens County, New York city, New York",1697,583,340,0,15,63,123,40,20,53,13,13,243,0,0,33,66,51,45,15,14,19,1114,787,0,0,169,164,183,98,94,48,31,327,0,0,5,67,41,37,74,47,56
1,Total population,1580000US3651000081048200,3651000081048200,"Census Tract 482, Queens County, New York city, New York",106,57,21,0,0,0,7,0,9,0,5,0,36,0,0,12,5,0,9,0,10,0,49,26,0,0,7,0,0,19,0,0,0,23,0,0,5,0,11,0,0,7,0
1,Total population,1580000US3651000081048300,3651000081048300,"Census Tract 483, Queens County, New York city, New York",637,180,77,0,0,0,48,22,7,0,0,0,103,0,0,8,59,8,6,0,6,16,457,283,0,0,42,82,71,57,9,16,6,174,0,0,17,65,36,0,12,23,21
1,Total population,1580000US3651000081048400,3651000081048400,"Census Tract 484, Queens County, New York city, New York",470,154,52,0,0,3,5,21,18,0,5,0,102,0,0,15,7,19,6,21,15,19,316,124,0,0,6,29,35,18,16,10,10,192,0,0,21,71,18,51,18,4,9
1,Total population,1580000US3651000081048500,3651000081048500,"Census Tract 485, Queens County, New York city, New York",632,168,103,0,0,23,47,15,6,12,0,0,65,0,0,18,29,8,0,5,0,5,464,234,0,0,14,41,92,28,19,16,24,230,0,0,7,28,37,44,16,60,38
1,Total population,1580000US3651000081048900,3651000081048900,"Census Tract 489, Queens County, New York city, New York",152,52,16,0,0,0,9,7,0,0,0,0,36,0,0,0,0,9,0,14,13,0,100,71,0,0,4,18,29,13,0,7,0,29,0,0,0,8,8,13,0,0,0
1,Total population,1580000US3651000081049200,3651000081049200,"Census Tract 492, Queens County, New York city, New York",937,199,81,0,0,0,16,35,11,6,0,13,118,0,9,0,20,39,9,8,9,24,738,377,0,0,0,79,69,98,64,49,18,361,0,0,14,82,70,90,68,29,8
1,Total population,1580000US3651000081049301,3651000081049301,"Census Tract 493.01, Queens County, New York city, New York",275,41,26,0,0,6,9,8,3,0,0,0,15,0,0,0,0,0,0,0,0,15,234,137,0,0,5,27,49,9,17,0,30,97,0,0,3,17,5,9,11,34,18
1,Total population,1580000US3651000081049302,3651000081049302,"Census Tract 493.02, Queens County, New York city, New York",548,181,75,0,2,16,12,13,14,18,0,0,106,0,0,14,17,0,6,19,0,50,367,160,0,0,4,69,26,9,19,7,26,207,0,0,3,86,20,35,9,8,46
1,Total population,1580000US3651000081049500,3651000081049500,"Census Tract 495, Queens County, New York city, New York",222,46,21,0,0,0,5,8,8,0,0,0,25,0,0,5,4,8,8,0,0,0,176,111,0,0,6,26,24,20,5,18,12,65,0,0,0,15,7,6,7,7,23
1,Total population,1580000US3651000081049600,3651000081049600,"Census Tract 496, Queens County, New York city, New York",217,58,36,0,0,0,9,6,10,11,0,0,22,0,0,0,0,22,0,0,0,0,159,75,0,0,45,14,0,9,7,0,0,84,0,0,0,0,9,33,21,14,7
1,Total population,1580000US3651000081049700,3651000081049700,"Census Tract 497, Queens County, New York city, New York",403,92,47,0,0,0,10,9,12,6,0,10,45,0,0,0,0,12,16,0,10,7,311,102,0,0,0,28,19,23,23,0,9,209,0,0,11,57,19,39,20,9,54
1,Total population,1580000US3651000081049900,3651000081049900,"Census Tract 499, Queens County, New York city, New York",612,194,68,0,0,15,16,0,13,18,0,6,126,0,0,6,32,9,8,10,26,35,418,221,0,0,20,73,25,53,23,11,16,197,0,0,7,62,25,33,16,31,23
1,Total population,1580000US3651000081050000,3651000081050000,"Census Tract 500, Queens County, New York city, New York",490,123,74,0,0,0,31,16,0,20,0,7,49,0,0,8,0,8,6,0,7,20,367,204,0,0,17,29,48,44,43,10,13,163,0,8,0,29,35,48,29,14,0
1,Total population,1580000US3651000081050201,3651000081050201,"Census Tract 502.01, Queens County, New York city, New York",159,18,4,0,4,0,0,0,0,0,0,0,14,0,0,7,0,7,0,0,0,0,141,45,0,0,0,0,14,11,9,0,11,96,0,0,0,15,8,26,15,18,14
1,Total population,1580000US3651000081050202,3651000081050202,"Census Tract 502.02, Queens County, New York city, New York",145,69,40,0,0,0,8,12,20,0,0,0,29,0,0,0,0,12,0,0,4,13,76,29,0,0,0,5,13,0,7,0,4,47,0,0,0,0,11,4,16,16,0
1,Total population,1580000US3651000081050400,3651000081050400,"Census Tract 504, Queens County, New York city, New York",224,95,21,7,6,0,0,0,8,0,0,0,74,0,0,8,10,23,0,14,8,11,129,51,0,0,0,8,10,12,9,8,4,78,0,0,0,13,14,4,15,12,20
1,Total population,1580000US3651000081050500,3651000081050500,"Census Tract 505, Queens County, New York city, New York",268,78,38,0,0,22,12,4,0,0,0,0,40,0,0,8,26,0,0,0,6,0,190,120,0,0,10,61,44,5,0,0,0,70,0,0,0,21,13,8,7,10,11
1,Total population,1580000US3651000081050600,3651000081050600,"Census Tract 506, Queens County, New York city, New York",162,71,28,0,0,0,13,0,0,0,11,4,43,0,0,0,6,8,0,7,9,13,91,36,0,0,0,4,9,0,11,12,0,55,0,0,0,5,16,0,14,10,10
1,Total population,1580000US3651000081050700,3651000081050700,"Census Tract 507, Queens County, New York city, New York",555,104,34,0,7,8,4,0,0,9,0,6,70,0,0,7,0,0,6,19,14,24,451,195,0,0,10,50,53,8,28,19,27,256,0,0,18,16,42,24,25,41,90
1,Total population,1580000US3651000081050800,3651000081050800,"Census Tract 508, Queens County, New York city, New York",256,86,34,0,0,0,14,0,0,0,20,0,52,0,0,19,9,0,0,0,10,14,170,73,0,0,8,0,23,0,21,10,11,97,0,0,8,16,33,0,0,20,20
1,Total population,1580000US3651000081051000,3651000081051000,"Census Tract 510, Queens County, New York city, New York",165,61,36,0,0,0,0,0,15,7,0,14,25,0,0,0,0,0,0,6,8,11,104,59,0,0,0,10,22,22,0,0,5,45,0,0,0,7,15,8,0,8,7
1,Total population,1580000US3651000081051100,3651000081051100,"Census Tract 511, Queens County, New York city, New York",335,34,26,0,0,0,0,0,11,0,15,0,8,0,0,0,0,0,0,8,0,0,301,153,0,0,0,97,11,22,8,7,8,148,0,0,17,14,24,0,7,39,47
1,Total population,1580000US3651000081051200,3651000081051200,"Census Tract 512, Queens County, New York city, New York",309,65,32,0,0,8,2,0,0,16,0,6,33,0,0,18,0,0,7,0,8,0,244,109,0,0,0,15,24,15,10,27,18,135,0,0,0,23,58,6,20,22,6
1,Total population,1580000US3651000081051300,3651000081051300,"Census Tract 513, Queens County, New York city, New York",267,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,264,118,0,0,12,53,26,3,0,6,18,146,0,0,0,57,6,20,6,27,30
1,Total population,1580000US3651000081051500,3651000081051500,"Census Tract 515, Queens County, New York city, New York",463,81,8,0,0,0,0,0,8,0,0,0,73,0,0,0,13,0,9,10,19,22,382,133,0,0,0,16,30,23,8,11,45,249,0,0,17,39,0,9,48,40,96
1,Total population,1580000US3651000081051600,3651000081051600,"Census Tract 516, Queens County, New York city, New York",244,72,18,0,0,0,0,9,4,5,0,0,54,0,0,22,0,15,17,0,0,0,172,56,0,0,5,11,23,6,4,7,0,116,0,0,17,16,6,36,18,16,7
1,Total population,1580000US3651000081051700,3651000081051700,"Census Tract 517, Queens County, New York city, New York",303,91,40,0,0,0,0,27,0,5,8,0,51,0,0,0,9,0,13,13,0,16,212,96,0,0,15,20,21,5,28,0,7,116,0,0,10,16,9,16,9,18,38
1,Total population,1580000US3651000081051800,3651000081051800,"Census Tract 518, Queens County, New York city, New York",282,76,38,0,0,6,7,10,0,8,0,7,38,0,6,0,0,6,0,13,0,13,206,66,0,0,21,7,17,7,14,0,0,140,0,0,8,8,49,0,13,39,23
1,Total population,1580000US3651000081052000,3651000081052000,"Census Tract 520, Queens County, New York city, New York",186,53,44,0,0,0,7,14,16,0,7,0,9,0,0,0,0,0,0,0,9,0,133,51,0,0,0,0,23,22,0,6,0,82,0,0,8,7,26,8,18,15,0
1,Total population,1580000US3651000081052100,3651000081052100,"Census Tract 521, Queens County, New York city, New York",382,39,7,0,0,7,0,0,0,0,0,0,32,0,0,13,0,0,0,0,8,11,343,132,0,0,6,37,43,10,3,14,19,211,0,0,19,38,38,7,43,13,53
1,Total population,1580000US3651000081052200,3651000081052200,"Census Tract 522, Queens County, New York city, New York",144,39,25,0,0,0,0,13,0,12,0,0,14,0,0,0,6,0,0,0,8,0,105,59,0,0,7,5,23,16,0,0,8,46,0,0,0,0,7,20,0,7,12
1,Total population,1580000US3651000081052400,3651000081052400,"Census Tract 524, Queens County, New York city, New York",226,57,34,0,0,11,0,6,0,13,4,0,23,0,0,0,0,0,16,0,0,7,169,71,0,0,0,16,5,0,20,6,24,98,0,0,0,32,8,8,17,10,23
1,Total population,1580000US3651000081052500,3651000081052500,"Census Tract 525, Queens County, New York city, New York",292,67,35,0,0,0,5,7,0,12,5,6,32,0,0,0,16,6,0,0,0,10,225,128,0,0,12,70,28,12,6,0,0,97,0,0,12,14,0,12,17,11,31
1,Total population,1580000US3651000081052600,3651000081052600,"Census Tract 526, Queens County, New York city, New York",165,46,12,0,0,0,0,0,12,0,0,0,34,0,0,10,7,4,0,4,0,9,119,46,0,0,0,9,10,0,9,11,7,73,0,0,0,7,0,21,7,10,28
1,Total population,1580000US3651000081052700,3651000081052700,"Census Tract 527, Queens County, New York city, New York",459,94,29,0,0,15,3,3,8,0,0,0,65,0,0,16,0,10,0,7,10,22,365,183,0,0,18,37,70,27,13,0,18,182,0,0,0,16,42,18,17,30,59
1,Total population,1580000US3651000081052800,3651000081052800,"Census Tract 528, Queens County, New York city, New York",155,46,4,0,0,0,0,4,0,0,0,0,42,0,0,0,0,0,17,13,0,12,109,35,0,0,0,30,0,0,0,5,0,74,0,0,0,0,8,0,16,34,16
1,Total population,1580000US3651000081052900,3651000081052900,"Census Tract 529, Queens County, New York city, New York",150,53,25,0,0,0,9,0,0,16,0,0,28,0,0,5,0,0,7,16,0,0,97,58,0,0,10,27,12,0,0,0,9,39,0,0,0,15,0,9,0,0,15
1,Total population,1580000US3651000081053000,3651000081053000,"Census Tract 530, Queens County, New York city, New York",242,84,40,0,0,0,0,21,11,0,4,4,44,0,12,0,0,6,0,14,12,0,158,64,0,0,0,23,15,7,10,0,9,94,0,0,0,17,21,21,19,16,0
1,Total population,1580000US3651000081053200,3651000081053200,"Census Tract 532, Queens County, New York city, New York",214,53,36,0,0,0,0,21,0,11,4,0,17,0,0,0,0,0,7,0,10,0,161,76,0,0,7,6,7,29,11,9,7,85,0,0,0,14,18,12,8,21,12
1,Total population,1580000US3651000081053400,3651000081053400,"Census Tract 534, Queens County, New York city, New York",145,49,11,0,0,0,0,11,0,0,0,0,38,0,0,9,8,0,0,0,0,21,96,52,0,0,8,11,16,0,17,0,0,44,0,0,0,9,25,10,0,0,0
1,Total population,1580000US3651000081053500,3651000081053500,"Census Tract 535, Queens County, New York city, New York",207,59,16,0,0,0,6,0,10,0,0,0,43,0,0,0,4,9,15,15,0,0,148,94,0,0,0,35,33,2,10,0,14,54,0,0,15,12,0,6,3,0,18
1,Total population,1580000US3651000081053600,3651000081053600,"Census Tract 536, Queens County, New York city, New York",173,47,0,0,0,0,0,0,0,0,0,0,47,0,5,15,0,16,0,0,11,0,126,90,0,0,0,0,33,9,20,28,0,36,0,0,0,11,5,0,10,10,0
1,Total population,1580000US3651000081053800,3651000081053800,"Census Tract 538, Queens County, New York city, New York",159,47,7,0,0,0,0,7,0,0,0,0,40,0,0,0,19,0,9,0,12,0,112,54,0,0,0,29,0,7,9,9,0,58,0,0,17,0,8,0,25,0,8
1,Total population,1580000US3651000081053900,3651000081053900,"Census Tract 539, Queens County, New York city, New York",478,114,26,0,0,4,8,0,4,10,0,0,88,0,0,8,21,19,12,19,0,9,364,247,6,0,8,71,58,70,11,16,7,117,0,0,21,19,27,6,0,27,17
1,Total population,1580000US3651000081054000,3651000081054000,"Census Tract 540, Queens County, New York city, New York",498,181,74,0,7,16,4,22,18,0,0,7,107,0,0,24,13,33,14,13,0,10,317,165,0,0,11,20,72,19,24,13,6,152,0,0,0,34,52,18,9,6,33
1,Total population,1580000US3651000081054200,3651000081054200,"Census Tract 542, Queens County, New York city, New York",413,91,26,0,0,0,0,8,12,6,0,0,65,0,0,0,7,16,0,34,8,0,322,184,0,0,23,42,57,34,7,7,14,138,0,0,0,24,19,27,49,11,8
1,Total population,1580000US3651000081054500,3651000081054500,"Census Tract 545, Queens County, New York city, New York",449,166,56,0,0,0,10,28,18,0,0,0,110,0,6,12,27,4,24,11,11,15,283,168,0,0,2,75,41,38,7,0,5,115,0,0,7,41,9,22,27,0,9
