Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000005012702,3651000005012702,"Census Tract 127.02, Bronx County, New York city, New York",174,67,14,0,0,8,0,0,6,0,0,0,53,0,0,0,0,0,10,15,10,18,107,44,0,0,0,0,24,12,0,8,0,63,0,0,0,0,8,6,35,7,7
1,Total population,1580000US3651000005012901,3651000005012901,"Census Tract 129.01, Bronx County, New York city, New York",544,369,168,0,0,9,49,21,6,38,39,6,201,0,0,34,0,21,8,29,53,56,175,127,0,0,15,25,19,28,22,6,12,48,0,0,0,0,8,0,22,9,9
1,Total population,1580000US3651000005012902,3651000005012902,"Census Tract 129.02, Bronx County, New York city, New York",122,93,21,0,0,0,0,0,9,0,0,12,72,0,0,0,0,0,26,19,17,10,29,15,0,0,0,8,0,0,0,0,7,14,0,0,0,0,0,14,0,0,0
1,Total population,1580000US3651000005013000,3651000005013000,"Census Tract 130, Bronx County, New York city, New York",105,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,96,42,0,0,0,12,0,19,11,0,0,54,0,0,0,11,10,7,9,9,8
1,Total population,1580000US3651000005013100,3651000005013100,"Census Tract 131, Bronx County, New York city, New York",458,237,147,0,0,18,3,25,31,49,10,11,90,0,13,0,0,10,18,17,32,0,221,120,0,0,0,17,26,45,32,0,0,101,0,0,24,23,0,11,9,10,24
1,Total population,1580000US3651000005013200,3651000005013200,"Census Tract 132, Bronx County, New York city, New York",893,180,55,0,0,25,13,0,17,0,0,0,125,0,0,0,18,7,14,19,30,37,713,311,0,0,28,106,86,21,22,41,7,402,0,0,50,49,41,18,104,49,91
1,Total population,1580000US3651000005013300,3651000005013300,"Census Tract 133, Bronx County, New York city, New York",807,363,129,0,0,4,23,5,30,15,22,30,234,0,0,34,10,13,55,44,19,59,444,221,0,0,14,14,117,37,39,0,0,223,0,0,0,39,30,28,45,33,48
1,Total population,1580000US3651000005013500,3651000005013500,"Census Tract 135, Bronx County, New York city, New York",347,175,38,0,5,0,15,7,0,0,11,0,137,4,6,19,8,16,19,7,29,29,172,56,0,0,6,6,24,0,8,0,12,116,0,0,0,5,5,12,45,8,41
1,Total population,1580000US3651000005013700,3651000005013700,"Census Tract 137, Bronx County, New York city, New York",771,405,251,0,0,18,83,91,12,31,8,8,154,0,0,27,28,68,14,12,5,0,366,215,0,0,0,54,53,54,31,23,0,151,0,0,21,39,26,27,13,8,17
1,Total population,1580000US3651000005013800,3651000005013800,"Census Tract 138, Bronx County, New York city, New York",246,44,15,0,0,0,15,0,0,0,0,0,29,0,0,0,0,6,6,4,9,4,202,85,0,0,0,39,11,10,13,12,0,117,0,0,14,24,5,22,5,25,22
1,Total population,1580000US3651000005013900,3651000005013900,"Census Tract 139, Bronx County, New York city, New York",50,26,20,0,0,0,0,9,0,4,7,0,6,0,0,0,0,0,0,0,0,6,24,15,0,0,0,4,0,11,0,0,0,9,0,0,0,5,0,0,0,0,4
1,Total population,1580000US3651000005014100,3651000005014100,"Census Tract 141, Bronx County, New York city, New York",483,274,218,23,95,0,25,23,21,21,10,0,56,0,0,14,0,0,13,12,12,5,209,122,0,0,15,23,47,15,15,7,0,87,0,0,7,0,12,26,11,23,8
1,Total population,1580000US3651000005014300,3651000005014300,"Census Tract 143, Bronx County, New York city, New York",186,123,36,0,6,9,4,12,0,0,5,0,87,0,0,0,6,31,7,37,0,6,63,39,0,0,13,0,7,7,12,0,0,24,0,0,0,0,0,0,0,16,8
1,Total population,1580000US3651000005014400,3651000005014400,"Census Tract 144, Bronx County, New York city, New York",677,299,109,0,0,7,20,51,7,8,9,7,190,0,0,12,9,12,41,52,39,25,378,162,0,0,19,58,20,50,0,0,15,216,0,0,0,39,13,57,50,35,22
1,Total population,1580000US3651000005014500,3651000005014500,"Census Tract 145, Bronx County, New York city, New York",743,444,179,0,0,8,64,0,38,46,23,0,265,7,0,13,70,64,35,34,21,21,299,147,0,0,9,25,50,30,10,12,11,152,0,0,0,16,18,11,52,23,32
1,Total population,1580000US3651000005014700,3651000005014700,"Census Tract 147, Bronx County, New York city, New York",1368,885,330,0,0,0,75,84,111,29,23,8,555,7,16,19,64,82,70,188,24,85,483,198,0,0,18,43,52,37,27,21,0,285,0,0,15,48,61,31,49,72,9
1,Total population,1580000US3651000005014900,3651000005014900,"Census Tract 149, Bronx County, New York city, New York",612,281,165,0,0,4,15,32,31,25,26,32,116,0,0,7,0,18,51,23,17,0,331,225,0,0,32,14,45,64,31,18,21,106,0,0,0,14,18,23,25,5,21
1,Total population,1580000US3651000005015100,3651000005015100,"Census Tract 151, Bronx County, New York city, New York",809,454,254,6,11,13,27,78,39,66,6,8,200,7,0,50,61,35,18,19,0,10,355,217,0,0,37,57,52,32,16,6,17,138,0,0,17,12,52,37,10,10,0
1,Total population,1580000US3651000005015300,3651000005015300,"Census Tract 153, Bronx County, New York city, New York",477,162,76,0,0,0,37,17,8,0,14,0,86,0,0,29,0,15,9,8,19,6,315,186,0,0,18,45,17,27,24,31,24,129,0,0,0,37,16,5,36,4,31
1,Total population,1580000US3651000005015400,3651000005015400,"Census Tract 154, Bronx County, New York city, New York",145,34,11,0,0,0,0,0,0,0,11,0,23,0,0,0,0,0,13,0,0,10,111,36,0,0,0,7,0,9,0,20,0,75,0,0,0,9,16,5,12,0,33
1,Total population,1580000US3651000005015500,3651000005015500,"Census Tract 155, Bronx County, New York city, New York",389,226,107,0,0,8,17,14,27,10,18,13,119,0,0,11,23,0,24,31,24,6,163,60,0,0,8,20,14,9,9,0,0,103,0,0,12,34,10,12,7,10,18
1,Total population,1580000US3651000005015600,3651000005015600,"Census Tract 156, Bronx County, New York city, New York",209,13,9,0,0,0,0,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,196,67,0,0,6,26,6,20,0,0,9,129,0,8,6,34,14,8,29,21,9
1,Total population,1580000US3651000005015700,3651000005015700,"Census Tract 157, Bronx County, New York city, New York",550,255,91,0,0,18,0,13,34,26,0,0,164,0,0,30,46,30,27,31,0,0,295,167,0,0,34,51,38,25,19,0,0,128,0,0,22,9,10,31,41,15,0
1,Total population,1580000US3651000005015800,3651000005015800,"Census Tract 158, Bronx County, New York city, New York",237,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,5,0,0,0,29,203,76,0,0,0,0,24,7,0,0,45,127,0,0,0,5,0,15,7,20,80
1,Total population,1580000US3651000005016000,3651000005016000,"Census Tract 160, Bronx County, New York city, New York",769,132,47,0,0,0,25,0,12,10,0,0,85,0,0,0,9,39,7,10,9,11,637,178,0,0,19,52,86,11,10,0,0,459,0,0,0,88,37,70,44,88,132
1,Total population,1580000US3651000005016100,3651000005016100,"Census Tract 161, Bronx County, New York city, New York",755,410,183,0,0,18,14,45,25,20,44,17,227,0,0,34,20,12,32,49,47,33,345,165,0,0,0,88,39,20,5,4,9,180,0,0,18,10,41,22,45,35,9
1,Total population,1580000US3651000005016200,3651000005016200,"Census Tract 162, Bronx County, New York city, New York",194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,73,0,0,0,9,6,21,22,15,0,121,0,0,7,12,9,29,10,29,25
1,Total population,1580000US3651000005016400,3651000005016400,"Census Tract 164, Bronx County, New York city, New York",209,72,31,0,0,0,6,0,7,0,0,18,41,0,0,6,0,0,0,0,0,35,137,61,0,0,0,11,7,28,0,7,8,76,0,0,0,9,0,0,31,6,30
1,Total population,1580000US3651000005016500,3651000005016500,"Census Tract 165, Bronx County, New York city, New York",158,57,38,0,0,0,12,10,6,10,0,0,19,0,0,6,13,0,0,0,0,0,101,56,0,0,0,6,31,8,0,11,0,45,0,0,0,13,13,0,9,0,10
1,Total population,1580000US3651000005016600,3651000005016600,"Census Tract 166, Bronx County, New York city, New York",405,90,49,0,0,0,9,23,0,9,0,8,41,0,0,0,12,10,19,0,0,0,315,88,0,0,0,20,27,8,9,24,0,227,0,0,0,17,52,27,12,78,41
1,Total population,1580000US3651000005016700,3651000005016700,"Census Tract 167, Bronx County, New York city, New York",194,93,47,0,0,0,0,27,20,0,0,0,46,0,0,0,0,22,6,0,0,18,101,76,0,0,11,28,20,17,0,0,0,25,0,0,0,8,0,0,0,17,0
1,Total population,1580000US3651000005016900,3651000005016900,"Census Tract 169, Bronx County, New York city, New York",205,102,28,0,0,0,0,6,7,15,0,0,74,0,0,34,0,8,10,16,6,0,103,90,0,0,0,0,75,8,7,0,0,13,0,0,0,13,0,0,0,0,0
1,Total population,1580000US3651000005017300,3651000005017300,"Census Tract 173, Bronx County, New York city, New York",779,460,194,0,4,0,30,57,22,44,29,8,266,0,0,17,37,24,44,26,74,44,319,150,0,0,9,33,39,14,35,9,11,169,0,0,5,31,7,13,31,57,25
1,Total population,1580000US3651000005017500,3651000005017500,"Census Tract 175, Bronx County, New York city, New York",1198,648,247,0,2,29,16,45,21,55,42,37,401,0,7,19,37,58,81,8,95,96,550,278,0,0,8,80,56,41,31,18,44,272,0,0,19,23,32,44,81,48,25
1,Total population,1580000US3651000005017700,3651000005017700,"Census Tract 177, Bronx County, New York city, New York",1320,715,349,0,0,51,83,85,56,23,24,27,366,0,7,44,52,36,44,77,27,79,605,316,0,0,9,50,120,37,60,27,13,289,0,0,14,43,46,42,25,74,45
1,Total population,1580000US3651000005017900,3651000005017900,"Census Tract 179, Bronx County, New York city, New York",1106,612,366,7,0,52,85,97,73,27,17,8,246,0,0,20,38,17,54,54,25,38,494,370,0,0,17,147,114,60,27,5,0,124,0,0,15,41,33,8,7,20,0
1,Total population,1580000US3651000005018100,3651000005018100,"Census Tract 181, Bronx County, New York city, New York",1457,701,324,0,0,18,84,71,57,83,0,11,377,0,9,17,159,51,69,37,8,27,756,432,0,0,20,126,95,116,47,20,8,324,0,0,59,64,75,49,34,11,32
1,Total population,1580000US3651000005018300,3651000005018300,"Census Tract 183, Bronx County, New York city, New York",1630,583,275,0,0,30,48,25,62,50,42,18,308,0,0,32,52,9,53,34,59,69,1047,475,0,0,24,70,116,88,86,63,28,572,0,0,15,100,90,136,33,60,138
1,Total population,1580000US3651000005018400,3651000005018400,"Census Tract 184, Bronx County, New York city, New York",630,141,62,0,0,6,8,7,35,0,6,0,79,0,0,0,14,9,5,14,0,37,489,243,0,0,8,107,59,29,18,12,10,246,0,0,4,25,74,12,9,48,74
1,Total population,1580000US3651000005018900,3651000005018900,"Census Tract 189, Bronx County, New York city, New York",1472,580,281,0,6,41,48,43,65,27,51,0,299,6,0,58,62,72,55,31,15,0,892,518,0,0,21,70,148,108,97,38,36,374,0,0,34,69,53,93,51,43,31
1,Total population,1580000US3651000005019300,3651000005019300,"Census Tract 193, Bronx County, New York city, New York",822,445,121,0,0,0,20,5,60,36,0,0,324,0,10,30,30,34,71,58,35,56,377,215,0,0,0,36,68,66,45,0,0,162,0,0,0,49,12,34,36,0,31
1,Total population,1580000US3651000005019400,3651000005019400,"Census Tract 194, Bronx County, New York city, New York",194,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,21,168,78,0,0,11,7,30,4,0,21,5,90,0,0,12,28,23,5,0,7,15
1,Total population,1580000US3651000005019500,3651000005019500,"Census Tract 195, Bronx County, New York city, New York",1155,592,291,0,10,6,96,33,56,61,23,6,301,0,0,22,60,53,75,69,17,5,563,343,0,0,0,83,131,54,31,33,11,220,0,0,15,43,11,38,78,14,21
1,Total population,1580000US3651000005019600,3651000005019600,"Census Tract 196, Bronx County, New York city, New York",79,39,25,0,0,0,21,0,4,0,0,0,14,0,0,0,0,0,9,5,0,0,40,24,0,0,0,6,5,1,6,6,0,16,0,0,0,16,0,0,0,0,0
1,Total population,1580000US3651000005019700,3651000005019700,"Census Tract 197, Bronx County, New York city, New York",1098,446,219,0,0,20,46,36,54,32,13,18,227,0,0,11,34,41,25,58,58,0,652,411,0,0,35,105,105,88,48,11,19,241,0,0,46,56,93,37,9,0,0
1,Total population,1580000US3651000005019800,3651000005019800,"Census Tract 198, Bronx County, New York city, New York",595,198,94,0,0,20,13,40,17,4,0,0,104,0,0,13,25,6,0,5,23,32,397,204,0,0,23,63,58,26,3,31,0,193,0,0,32,32,30,15,29,22,33
1,Total population,1580000US3651000005019900,3651000005019900,"Census Tract 199, Bronx County, New York city, New York",1138,473,225,0,0,23,57,28,44,35,31,7,248,9,0,37,43,52,45,28,28,6,665,360,0,0,30,25,144,118,26,17,0,305,0,0,15,77,45,60,44,40,24
1,Total population,1580000US3651000005020100,3651000005020100,"Census Tract 201, Bronx County, New York city, New York",670,320,165,0,0,8,74,48,8,18,0,9,155,6,0,23,42,44,17,23,0,0,350,183,0,0,18,56,60,49,0,0,0,167,0,0,24,43,35,15,33,8,9
1,Total population,1580000US3651000005020200,3651000005020200,"Census Tract 202, Bronx County, New York city, New York",556,163,56,0,0,0,0,12,13,18,13,0,107,0,0,29,23,14,30,0,6,5,393,204,0,0,40,43,35,39,22,12,13,189,0,0,0,19,65,51,11,13,30
1,Total population,1580000US3651000005020400,3651000005020400,"Census Tract 204, Bronx County, New York city, New York",501,184,117,5,10,7,33,15,23,24,0,0,67,0,0,6,4,37,7,8,0,5,317,180,0,0,36,57,24,9,0,31,23,137,0,0,18,16,25,31,23,0,24
1,Total population,1580000US3651000005020500,3651000005020500,"Census Tract 205, Bronx County, New York city, New York",1483,572,254,5,0,20,54,52,55,29,39,0,318,0,0,12,31,36,43,87,46,63,911,494,0,0,29,99,103,111,68,27,57,417,0,0,0,44,18,75,122,85,73
1,Total population,1580000US3651000005020601,3651000005020601,"Census Tract 206.01, Bronx County, New York city, New York",390,187,44,0,9,5,0,0,7,0,23,0,143,0,16,4,0,22,0,17,41,43,203,96,0,0,0,15,25,17,17,6,16,107,0,0,0,9,14,19,13,9,43
1,Total population,1580000US3651000005020602,3651000005020602,"Census Tract 206.02, Bronx County, New York city, New York",188,22,15,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,7,0,0,166,80,0,0,0,43,7,0,6,17,7,86,0,0,0,38,10,12,8,18,0
1,Total population,1580000US3651000005020800,3651000005020800,"Census Tract 208, Bronx County, New York city, New York",366,83,29,0,0,4,4,13,8,0,0,0,54,7,0,16,8,20,3,0,0,0,283,147,0,0,12,41,27,16,21,0,30,136,0,0,0,17,0,36,22,24,37
1,Total population,1580000US3651000005021000,3651000005021000,"Census Tract 210, Bronx County, New York city, New York",3208,720,336,0,8,58,58,71,72,57,12,0,384,0,18,24,27,116,38,9,86,66,2488,1077,0,0,85,200,188,249,151,150,54,1411,0,0,46,219,262,242,190,172,280
1,Total population,1580000US3651000005021100,3651000005021100,"Census Tract 211, Bronx County, New York city, New York",708,355,148,0,0,7,24,40,58,6,13,0,207,7,20,33,28,54,20,13,14,18,353,203,0,0,4,51,37,58,21,26,6,150,0,0,14,34,24,36,0,13,29
1,Total population,1580000US3651000005021200,3651000005021200,"Census Tract 212, Bronx County, New York city, New York",1070,172,80,0,0,0,0,43,13,0,5,19,92,0,0,0,20,0,10,32,9,21,898,426,0,0,24,114,55,87,81,48,17,472,0,0,27,74,111,120,32,36,72
1,Total population,1580000US3651000005021301,3651000005021301,"Census Tract 213.01, Bronx County, New York city, New York",294,114,86,0,0,0,27,21,24,0,0,14,28,0,0,3,12,6,0,0,0,7,180,94,0,0,10,8,38,34,4,0,0,86,0,0,0,0,32,35,19,0,0
1,Total population,1580000US3651000005021302,3651000005021302,"Census Tract 213.02, Bronx County, New York city, New York",530,140,74,0,0,16,17,7,25,0,0,9,66,0,0,11,19,5,13,6,12,0,390,246,0,0,7,58,84,65,8,16,8,144,0,0,27,26,26,31,18,7,9
1,Total population,1580000US3651000005021400,3651000005021400,"Census Tract 214, Bronx County, New York city, New York",53,19,9,0,0,0,9,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,8,7,0,7,12
1,Total population,1580000US3651000005021501,3651000005021501,"Census Tract 215.01, Bronx County, New York city, New York",464,252,143,0,13,57,20,23,6,24,0,0,109,0,6,15,6,31,46,0,5,0,212,122,0,0,61,31,6,24,0,0,0,90,0,0,6,18,35,24,0,7,0
1,Total population,1580000US3651000005021502,3651000005021502,"Census Tract 215.02, Bronx County, New York city, New York",970,485,235,6,6,23,57,43,75,25,0,0,250,0,6,32,42,47,65,11,47,0,485,274,0,0,13,86,61,71,18,14,11,211,0,0,0,57,17,34,52,41,10
1,Total population,1580000US3651000005021601,3651000005021601,"Census Tract 216.01, Bronx County, New York city, New York",644,198,131,0,0,13,28,45,5,29,11,0,67,9,0,13,24,0,9,6,0,6,446,272,0,0,23,71,90,32,43,13,0,174,0,0,8,48,12,13,20,38,35
1,Total population,1580000US3651000005021602,3651000005021602,"Census Tract 216.02, Bronx County, New York city, New York",1034,205,57,5,0,0,0,37,15,0,0,0,148,0,0,2,0,29,39,17,29,32,829,391,0,0,11,59,132,91,49,28,21,438,0,0,12,82,85,73,79,12,95
1,Total population,1580000US3651000005021701,3651000005021701,"Census Tract 217.01, Bronx County, New York city, New York",1060,737,454,0,8,52,147,145,76,5,3,18,283,0,0,14,41,129,15,10,28,46,323,214,0,0,23,18,84,38,51,0,0,109,0,0,0,12,43,8,36,10,0
1,Total population,1580000US3651000005021702,3651000005021702,"Census Tract 217.02, Bronx County, New York city, New York",52,32,14,0,0,5,9,0,0,0,0,0,18,0,0,0,5,0,13,0,0,0,20,14,0,0,0,5,0,9,0,0,0,6,0,0,0,6,0,0,0,0,0
1,Total population,1580000US3651000005021800,3651000005021800,"Census Tract 218, Bronx County, New York city, New York",899,366,145,0,0,5,9,49,19,63,0,0,221,0,12,7,25,81,58,29,0,9,533,269,0,0,15,50,102,32,34,12,24,264,0,0,35,49,0,18,52,66,44
1,Total population,1580000US3651000005021900,3651000005021900,"Census Tract 219, Bronx County, New York city, New York",193,79,32,0,0,6,0,19,7,0,0,0,47,0,0,18,0,0,0,18,6,5,114,63,0,0,0,12,12,7,0,18,14,51,0,0,9,0,36,6,0,0,0
1,Total population,1580000US3651000005022000,3651000005022000,"Census Tract 220, Bronx County, New York city, New York",294,201,126,0,0,34,5,6,53,4,24,0,75,0,0,8,9,17,7,9,8,17,93,70,0,0,0,4,7,32,20,0,7,23,0,0,0,0,0,6,0,17,0
1,Total population,1580000US3651000005022100,3651000005022100,"Census Tract 221, Bronx County, New York city, New York",1300,698,330,0,0,21,62,43,70,83,38,13,368,0,15,79,91,51,45,35,19,33,602,388,0,0,57,130,108,31,26,36,0,214,0,0,5,16,31,40,60,42,20
1,Total population,1580000US3651000005022300,3651000005022300,"Census Tract 223, Bronx County, New York city, New York",1350,662,322,0,0,8,66,84,63,43,43,15,340,0,0,32,76,34,82,36,43,37,688,391,0,0,11,78,164,91,33,14,0,297,0,0,0,38,115,33,64,39,8
1,Total population,1580000US3651000005022401,3651000005022401,"Census Tract 224.01, Bronx County, New York city, New York",703,242,51,0,0,0,18,7,19,0,7,0,191,0,0,21,32,24,28,24,28,34,461,270,0,0,10,71,85,35,19,17,33,191,0,0,27,47,7,52,20,15,23
1,Total population,1580000US3651000005022402,3651000005022402,"Census Tract 224.02, Bronx County, New York city, New York",1421,378,216,0,0,24,36,52,34,44,0,26,162,0,8,7,18,4,31,55,14,25,1043,494,0,0,43,105,154,42,56,49,45,549,0,0,30,198,71,85,19,54,92
1,Total population,1580000US3651000005022500,3651000005022500,"Census Tract 225, Bronx County, New York city, New York",1255,799,298,0,7,96,28,62,65,40,0,0,501,0,24,105,84,137,52,26,73,0,456,321,0,0,35,32,121,76,30,11,16,135,0,0,15,41,45,9,11,14,0
1,Total population,1580000US3651000005022701,3651000005022701,"Census Tract 227.01, Bronx County, New York city, New York",471,170,91,0,0,4,7,25,20,17,18,0,79,0,4,11,25,25,14,0,0,0,301,195,0,0,8,71,44,31,25,16,0,106,0,0,9,30,15,39,0,13,0
1,Total population,1580000US3651000005022702,3651000005022702,"Census Tract 227.02, Bronx County, New York city, New York",163,55,31,0,0,0,6,7,8,10,0,0,24,0,4,20,0,0,0,0,0,0,108,64,0,0,0,21,16,18,9,0,0,44,0,0,6,16,10,4,8,0,0
1,Total population,1580000US3651000005022703,3651000005022703,"Census Tract 227.03, Bronx County, New York city, New York",252,75,42,0,0,9,0,28,5,0,0,0,33,0,0,0,13,0,12,0,8,0,177,105,0,0,20,42,9,21,13,0,0,72,0,0,0,14,23,35,0,0,0
1,Total population,1580000US3651000005022800,3651000005022800,"Census Tract 228, Bronx County, New York city, New York",1233,345,136,0,0,0,49,9,15,32,14,17,209,0,8,0,37,32,41,19,26,46,888,436,0,0,24,161,73,86,22,40,30,452,0,0,21,127,80,70,23,18,113
1,Total population,1580000US3651000005022901,3651000005022901,"Census Tract 229.01, Bronx County, New York city, New York",860,298,121,0,2,2,27,66,6,8,10,0,177,0,8,30,18,32,40,14,12,23,562,336,0,0,30,57,104,72,41,32,0,226,0,0,14,40,23,80,30,32,7
1,Total population,1580000US3651000005022902,3651000005022902,"Census Tract 229.02, Bronx County, New York city, New York",386,78,15,0,0,0,4,11,0,0,0,0,63,0,0,16,12,7,9,0,10,9,308,207,0,0,6,72,43,46,8,27,5,101,0,0,29,6,13,22,7,16,8
1,Total population,1580000US3651000005023000,3651000005023000,"Census Tract 230, Bronx County, New York city, New York",476,158,64,0,0,6,20,17,7,7,7,0,94,0,0,30,6,20,6,11,15,6,318,152,0,0,0,54,38,15,30,7,8,166,0,0,15,51,9,13,14,33,31
1,Total population,1580000US3651000005023100,3651000005023100,"Census Tract 231, Bronx County, New York city, New York",426,296,200,0,0,31,26,52,82,9,0,0,96,0,0,0,30,37,17,5,0,7,130,88,0,0,0,22,38,0,16,0,12,42,0,0,0,20,0,22,0,0,0
1,Total population,1580000US3651000005023200,3651000005023200,"Census Tract 232, Bronx County, New York city, New York",306,79,6,0,0,0,0,0,0,0,6,0,73,0,5,0,6,14,32,8,0,8,227,81,0,0,3,35,7,10,0,19,7,146,0,0,5,10,12,60,0,24,35
1,Total population,1580000US3651000005023301,3651000005023301,"Census Tract 233.01, Bronx County, New York city, New York",640,241,91,0,0,0,0,32,40,4,15,0,150,0,0,32,47,7,26,17,21,0,399,201,0,0,16,35,70,54,22,4,0,198,0,0,7,63,18,23,54,30,3
1,Total population,1580000US3651000005023302,3651000005023302,"Census Tract 233.02, Bronx County, New York city, New York",605,237,71,0,0,4,34,13,12,0,0,8,166,11,0,19,33,48,15,29,11,0,368,228,0,0,38,63,39,17,62,0,9,140,0,0,12,35,22,26,25,9,11
1,Total population,1580000US3651000005023400,3651000005023400,"Census Tract 234, Bronx County, New York city, New York",277,92,20,0,0,0,0,0,20,0,0,0,72,0,0,25,28,0,0,0,8,11,185,82,0,0,19,19,33,0,0,11,0,103,0,0,0,41,33,7,11,0,11
1,Total population,1580000US3651000005023501,3651000005023501,"Census Tract 235.01, Bronx County, New York city, New York",686,231,71,0,0,15,10,20,8,13,5,0,160,0,7,14,41,12,21,14,23,28,455,295,0,0,31,63,99,72,19,11,0,160,0,0,53,20,37,37,0,5,8
1,Total population,1580000US3651000005023502,3651000005023502,"Census Tract 235.02, Bronx County, New York city, New York",934,315,100,0,7,24,5,34,26,0,4,0,215,0,0,13,27,0,28,35,57,55,619,328,0,7,13,52,84,58,19,54,41,291,0,0,13,34,20,39,49,47,89
1,Total population,1580000US3651000005023600,3651000005023600,"Census Tract 236, Bronx County, New York city, New York",328,122,44,0,0,17,8,14,5,0,0,0,78,0,0,0,0,13,5,12,42,6,206,136,0,0,0,40,34,0,38,13,11,70,0,0,5,20,10,0,11,24,0
1,Total population,1580000US3651000005023701,3651000005023701,"Census Tract 237.01, Bronx County, New York city, New York",1312,771,420,0,0,71,94,129,63,50,0,13,351,0,7,39,115,35,49,44,22,40,541,390,0,0,10,122,144,82,24,8,0,151,0,0,10,15,22,28,0,49,27
1,Total population,1580000US3651000005023702,3651000005023702,"Census Tract 237.02, Bronx County, New York city, New York",321,204,108,0,0,18,7,9,36,17,21,0,96,0,0,0,36,35,0,25,0,0,117,73,0,0,6,13,25,23,6,0,0,44,0,0,17,7,0,0,20,0,0
1,Total population,1580000US3651000005023900,3651000005023900,"Census Tract 239, Bronx County, New York city, New York",1282,710,359,0,0,33,39,137,85,57,0,8,351,0,11,39,26,91,50,40,53,41,572,376,0,0,0,144,135,66,16,15,0,196,0,0,17,17,55,92,0,15,0
1,Total population,1580000US3651000005024000,3651000005024000,"Census Tract 240, Bronx County, New York city, New York",492,144,57,0,0,0,4,8,15,16,0,14,87,0,0,13,11,53,0,0,10,0,348,156,0,0,7,18,98,5,16,12,0,192,0,0,0,37,26,34,10,10,75
1,Total population,1580000US3651000005024100,3651000005024100,"Census Tract 241, Bronx County, New York city, New York",797,397,185,0,0,40,0,48,37,31,0,29,212,0,0,20,51,36,52,34,19,0,400,245,0,0,35,50,48,47,31,34,0,155,0,5,37,15,48,43,7,0,0
1,Total population,1580000US3651000005024300,3651000005024300,"Census Tract 243, Bronx County, New York city, New York",688,328,186,0,0,29,46,35,63,13,0,0,142,0,0,22,34,45,15,19,0,7,360,178,0,0,9,34,67,7,61,0,0,182,0,0,18,36,0,82,34,4,8
1,Total population,1580000US3651000005024400,3651000005024400,"Census Tract 244, Bronx County, New York city, New York",294,43,7,0,0,0,0,0,7,0,0,0,36,0,0,11,0,0,9,0,6,10,251,126,0,0,9,34,23,29,15,8,8,125,0,0,0,13,25,20,23,22,22
1,Total population,1580000US3651000005024500,3651000005024500,"Census Tract 245, Bronx County, New York city, New York",992,524,325,0,0,14,44,114,101,30,22,0,199,9,20,0,43,21,32,49,17,8,468,338,0,0,0,77,101,72,54,34,0,130,0,0,14,31,7,25,13,40,0
